INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,HANDLING UNIT ID,GEO_LOCATION,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE,Zip Codes,2011 Supervisorial District Boundaries (Official)
1000260,UNINTENTIONAL DISCHARGE INCIDENT,10/2/2014 5:00,400 CENTER STREET,LOS ANGELES,CA,90012,6892,TSB,"400 CENTER STREET
LOS ANGELES, CA 90012
(34.051373, -118.231505)",TRANSIT SERVICES BUREAU,34.051373,-118.231505,22728,1
1000211,UNINTENTIONAL DISCHARGE INCIDENT,5/27/2012 17:30,4900 STONEHAVEN DRIVE,YORBA LINDA,CA,92887,499,NWK,"4900 STONEHAVEN DRIVE
YORBA LINDA, CA 92887
(33.890474, -117.752975)",NORWALK REGIONAL STN,33.890474,-117.752975,1564,
1000376,HIT SHOOTING INCIDENT,12/27/2011 18:43,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,1735,LMT,"29300 GOLDEN MEADOW DR
RANCHO PALOS VERDES, CA 90275
(33.76871, -118.403184)",LOMITA STN,33.76871,-118.403184,25068,4
1000680,OTHER SHOOTING INCIDENT,2/10/2016 21:50,12100 LOS COYOTES AVENUE,LA MIRADA,CA,90638,460,NWK,"12100 LOS COYOTES AVENUE
LA MIRADA, CA 90638
(33.92104, -118.008134)",NORWALK REGIONAL STN,33.92104,-118.008134,25732,4
1000513,NON-HIT SHOOTING INCIDENT,2/5/2015 17:29,1600 E. GLADWICK STREET,CARSON,CA,90746,1616,CSN,"1600 E. GLADWICK STREET
CARSON, CA 90746
(33.85268, -118.2417)",CARSON STN,33.85268,-118.2417,3698,2
1000269,UNINTENTIONAL DISCHARGE INCIDENT,12/6/2014 15:29,400 N. CRANE AVENUE,COMPTON,CA,606031,2851,COM,"400 N. CRANE AVENUE
COMPTON, CA 606031
(33.898721, -118.20867)",COMPTON STN,33.898721,-118.20867,24350,2
1000516,HIT SHOOTING INCIDENT,3/3/2015 15:30,12400 215TH STREET,LAKEWOOD,CA,90711,1328,LKD,"12400 215TH STREET
LAKEWOOD, CA 90711
(33.833696, -118.067747)",LAKEWOOD STN,33.833696,-118.067747,3334,4
1000295,HIT SHOOTING INCIDENT,4/13/2010 21:10,900 S. KERN AVENUE,EAST LOS ANGELES,CA,90022,284,ELA,"900 S. KERN AVENUE
EAST LOS ANGELES, CA 90022
(34.021752, -118.165857)",EAST LA STN,34.021752,-118.165857,23440,1
1000128,ANIMAL SHOOTING INCIDENT,5/30/2013 5:00,9400 HOLMES AVENUE,LOS ANGELES,CA,90002,2175,OSS,"9400 HOLMES AVENUE
LOS ANGELES, CA 90002
(33.95122, -118.240781)",OPERATION SAFE STREETS BUREAU,33.95122,-118.240781,22351,2
1000228,UNINTENTIONAL DISCHARGE INCIDENT,6/5/2013 5:45,8300 GARDENDALE STREET,DOWNEY,CA,90242,1399,LKD,"8300 GARDENDALE STREET
DOWNEY, CA 90242
(33.914708, -118.151346)",LAKEWOOD STN,33.914708,-118.151346,3339,4
1000477,HIT SHOOTING INCIDENT,1/26/2014 23:11,2400 EAST 126TH STREET,COMPTON,CA,90222,2138,CEN,"2400 EAST 126TH STREET
COMPTON, CA 90222
(33.91802, -118.229482)",CENTURY STN,33.91802,-118.229482,24677,2
1000181,ANIMAL SHOOTING INCIDENT,6/15/2011 8:45,10100 BRADLEY AVENUE,PACOIMA,CA,91331,4332,CMU,"10100 BRADLEY AVENUE
PACOIMA, CA 91331
(34.253744, -118.402108)",CIVIL MANAGEMENT UNIT,34.253744,-118.402108,19335,3
1000429,HIT SHOOTING INCIDENT,12/23/2012 7:01,7700 NORWALK BLVD,WHITTIER,CA,90606,1278,SEB,"7700 NORWALK BLVD
WHITTIER, CA 90606
(33.975299, -118.075184)",SPECIAL ENFORCEMENT BUR,33.975299,-118.075184,25726,4
1000233,UNINTENTIONAL DISCHARGE INCIDENT,9/7/2013 20:30,16400 VALLEY BOULEVARD,LA PUENTE,CA,91744,1434,CST,"16400 VALLEY BOULEVARD
LA PUENTE, CA 91744
(34.014674, -117.943572)",COURT SERVICES TRANSPORTATION,34.014674,-117.943572,9324,1
1000112,ANIMAL SHOOTING INCIDENT,12/9/2012 1:31,44300 DOWNSVIEW ROAD,LANCASTER,CA,93535,1137,LCS,"44300 DOWNSVIEW ROAD
LANCASTER, CA 93535
(34.687945, -118.103086)",LANCASTER STN,34.687945,-118.103086,26966,5
1000106,ANIMAL SHOOTING INCIDENT,11/1/2012 19:37,1400 W. BENNETT STREET,COMPTON,CA,90220,2836,COM,"1400 W. BENNETT STREET
COMPTON, CA 90220
(33.880979, -118.243942)",COMPTON STN,33.880979,-118.243942,24349,2
1000020,ANIMAL SHOOTING INCIDENT,4/5/2010 3:30,1700 N. SPRING AVENUE,COMPTON,CA,90221,2021,COM,"1700 N. SPRING AVENUE
COMPTON, CA 90221
(33.90708, -118.219167)",COMPTON STN,33.90708,-118.219167,24350,2
1000155,ANIMAL SHOOTING INCIDENT,1/17/2015 8:07,1000 S. EASTMAN AVENUE,LOS ANGELES,CA,90023,276,SEB,"1000 S. EASTMAN AVENUE
LOS ANGELES, CA 90023
(34.022569, -118.186221)",SPECIAL ENFORCEMENT BUR,34.022569,-118.186221,23441,1
1000136,ANIMAL SHOOTING INCIDENT,8/17/2013 4:50,6000 CANYONSIDE ROAD,LA CRENSCENTA,CA,91214,1285,CVS,"6000 CANYONSIDE ROAD
LA CRENSCENTA, CA 91214
(34.244229, -118.224061)",CRESCENTA VALLEY STATION,34.244229,-118.224061,4275,5
1000145,ANIMAL SHOOTING INCIDENT,8/7/2014 10:00,1300 KINGS ROAD,PALMDALE,CA,93550,2612,PLM,"1300 KINGS ROAD
PALMDALE, CA 93550
(34.600541, -118.154853)",PALMDALE STN,34.600541,-118.154853,27324,5
1000485,HIT SHOOTING INCIDENT,4/25/2014 23:06,3800 56TH STREET,MAYWOOD,CA,90270,250,ELA,"3800 56TH STREET
MAYWOOD, CA 90270
(33.991214, -118.196155)",EAST LA STN,33.991214,-118.196155,25065,1
1001422,UNINTENTIONAL DISCHARGE INCIDENT,3/14/2018 12:45,28100 NEWHALL RANCH ROAD,SANTA CLARITA,CA,91354,648,SCV,"28100 NEWHALL RANCH ROAD
SANTA CLARITA, CA 91354
(34.44322, -118.577438)",SANTA CLARITA VALLEY STN,34.44322,-118.577438,19338,5
1000194,UNINTENTIONAL DISCHARGE INCIDENT,11/3/2010 22:50,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1414,IDT,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",INDUSTRY STN,34.024565,-117.959871,9324,1
1000098,ANIMAL SHOOTING INCIDENT,8/31/2012 12:20,21800 S. WATER STREET,CARSON,CA,90745,1620,CSN,"21800 S. WATER STREET
CARSON, CA 90745
(33.83021, -118.241525)",CARSON STATION,33.83021,-118.241525,3354,2
1000278,UNINTENTIONAL DISCHARGE INCIDENT,5/24/2015 18:20,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1122,LCS,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LANCASTER STN,34.698335,-118.136932,26965,5
1000192,UNINTENTIONAL DISCHARGE INCIDENT,5/30/2010 14:55,3900 ROGERS STREET,LOS ANGELES,CA,90063,272,ELA,"3900 ROGERS STREET
LOS ANGELES, CA 90063
(34.055829, -118.180454)",EAST LA STN,34.055829,-118.180454,24028,1
1000313,HIT SHOOTING INCIDENT,3/6/2010 3:30,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,CEN,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",CENTURY STN,33.953839,-118.202349,25071,1
1000206,UNINTENTIONAL DISCHARGE INCIDENT,1/31/2012 16:55,5000 E. 3RD STREET,LOS ANGELES,CA,90022,282,ELA,"5000 E. 3RD STREET
LOS ANGELES, CA 90022
(34.033326, -118.157918)",EAST LA STN,34.033326,-118.157918,23440,1
1000250,UNINTENTIONAL DISCHARGE INCIDENT,7/4/2014 15:45,18000 SUNDOWNER WAY,CANYON COUNTRY,CA,91387,631,PDC-SOUTH,"18000 SUNDOWNER WAY
CANYON COUNTRY, CA 91387
(34.421018, -118.449404)",PITCHESS DENTENTION CENTER SOUTH,34.421018,-118.449404,19354,5
1000435,HIT SHOOTING INCIDENT,4/20/2013 20:30,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,2199,CEN,"9600 ATLANTIC AVENUE
SOUTH GATE, CA 90280
(33.944978, -118.180758)",CENTURY STN,33.944978,-118.180758,25071,1
1000293,HIT SHOOTING INCIDENT,3/24/2010 0:14,3900 DOBINSON STREET,LOS ANGELES,CA,90063,272,ELA,"3900 DOBINSON STREET
LOS ANGELES, CA 90063
(34.048984, -118.18256)",EAST LA STN,34.048984,-118.18256,24028,1
1000506,ANIMAL SHOOTING INCIDENT,11/20/2014 16:20,1400 WEST INDIAN SAGE ROAD,LANCASTER,CA,93534,1121,LCS,"1400 WEST INDIAN SAGE ROAD
LANCASTER, CA 93534
(34.707482, -118.155297)",LANCASTER STN,34.707482,-118.155297,26965,5
1000241,UNINTENTIONAL DISCHARGE INCIDENT,2/19/2014 18:52,24900 PICO CANYON ROAD,STEVENSON RANCH,CA,91381,670,SCV,"24900 PICO CANYON ROAD
STEVENSON RANCH, CA 91381
(34.381014, -118.570939)",SANTA CLARITA VALLEY STN,34.381014,-118.570939,19351,5
1000445,HIT SHOOTING INCIDENT,5/11/2013 22:02,4100 WALNUT STREET,CUDAHY,CA,90201,261,ELA,"4100 WALNUT STREET
CUDAHY, CA 90201
(33.969949, -118.195354)",EAST LA STN,33.969949,-118.195354,24345,1
1000524,HIT SHOOTING INCIDENT,5/7/2015 16:30,13200 PALM PLACE,CERRITOS,CA,90703,2318,CER,"13200 PALM PLACE
CERRITOS, CA 90703
(33.875823, -118.050441)",CERRITOS STN,33.875823,-118.050441,26324,4
1000041,ANIMAL SHOOTING INCIDENT,10/20/2010 23:02,15700 S. HASKINS AVENUE,COMPTON,CA,90220,2873,COM,"15700 S. HASKINS AVENUE
COMPTON, CA 90220
(33.889434, -118.262074)",COMPTON STN,33.889434,-118.262074,24349,2
1000138,ANIMAL SHOOTING INCIDENT,10/24/2013 19:30,LANGHORN STREETAND LANDAU AVENUE,LANCASTER,CA,93535,1135,LCS,"LANGHORN STREETAND LANDAU AVENUE
LANCASTER, CA 93535
(34.698735, -118.093281)",LANCASTER STN,34.698735,-118.093281,26966,5
1000125,ANIMAL SHOOTING INCIDENT,4/25/2013 10:00,6100 WOODLAWN AVENUE,MAYWOOD,CA,90270,3602,NARCO,"6100 WOODLAWN AVENUE
MAYWOOD, CA 90270
(33.98264, -118.177133)",NARCOTICS BUREAU,33.98264,-118.177133,25065,1
1000298,NON-HIT SHOOTING INCIDENT,5/10/2010 4:42,5800 LAKEWOOD BOULEVARD,LAKEWOOD,CA,90712,1322,LKD,"5800 LAKEWOOD BOULEVARD
LAKEWOOD, CA 90712
(33.860311, -118.142409)",LAKEWOOD STN,33.860311,-118.142409,2980,4
1000178,ANIMAL SHOOTING INCIDENT,12/5/2014 11:48,500 RICHBURN AVENUE,LA PUENTE,CA,91744,1443,IDT,"500 RICHBURN AVENUE
LA PUENTE, CA 91744
(34.008438, -117.89441)",INDUSTRY STN,34.008438,-117.89441,9324,1
1000432,HIT SHOOTING INCIDENT,2/19/2013 20:31,400 EAST DARLAN STREET,GARDENA,CA,90248,2871,COM,"400 EAST DARLAN STREET
GARDENA, CA 90248
(33.89015, -118.269814)",COMPTON STN,33.89015,-118.269814,24685,2
1000518,HIT SHOOTING INCIDENT,3/13/2015 17:25,900 WEST 43RD STREET,LOS ANGELES,CA,90037,371,SLA,"900 WEST 43RD STREET
LOS ANGELES, CA 90037
(34.00549, -118.289087)",SOUTH LOS ANGELES STATION,34.00549,-118.289087,23668,2
1000333,HIT SHOOTING INCIDENT,12/1/2010 15:07,4700 HAMMEL STREET,EAST LOS ANGELES,CA,90022,281,ELA,"4700 HAMMEL STREET
EAST LOS ANGELES, CA 90022
(34.042411, -118.164841)",EAST LA STN,34.042411,-118.164841,23440,1
1000363,HIT SHOOTING INCIDENT,10/13/2011 11:40,3100 HEATHER AVENUE,PALMDALE,CA,93550,2608,PLM,"3100 HEATHER AVENUE
PALMDALE, CA 93550
(34.566778, -118.074555)",PALMDALE STN,34.566778,-118.074555,27323,5
1000381,HIT SHOOTING INCIDENT,2/1/2012 21:02,44900 SPEARMAN AVENUE,LANCASTER,CA,93534,1132,OSS,"44900 SPEARMAN AVENUE
LANCASTER, CA 93534
(34.698743, -118.132932)",OPERATION SAFE STREETS BUREAU,34.698743,-118.132932,26965,5
1000335,HIT SHOOTING INCIDENT,1/11/2011 19:17,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,275,ELA,"600 N. BRANNICK AVENUE
LOS ANGELES, CA 90063
(34.04343, -118.177967)",EAST LA STN,34.04343,-118.177967,24028,1
1000659,HIT SHOOTING INCIDENT,12/12/2015 10:59,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,2116,CEN,"12100 LONG BEACH BOULEVARD
LYNWOOD, CA 90262
(33.917008, -118.209419)",CENTURY STN,33.917008,-118.209419,24691,2
1000275,UNINTENTIONAL DISCHARGE INCIDENT,3/16/2015 22:36,700 N. ROSE AVENUE,COMPTON,CA,90221,2824,COM,"700 N. ROSE AVENUE
COMPTON, CA 90221
(33.90077, -118.219242)",COMPTON STN,33.90077,-118.219242,24350,2
1000188,UNINTENTIONAL DISCHARGE INCIDENT,2/4/2010 23:46,10000 BALMORAL STREET,WHITTIER,CA,90601,1573,PRV,"10000 BALMORAL STREET
WHITTIER, CA 90601
(34.00961, -118.061986)",PICO RIVERA STN,34.00961,-118.061986,25721,1
1000365,NON-HIT SHOOTING INCIDENT,11/26/2011 23:30,600 LE SEDA ROAD,LA PUENTE,CA,91744,1443,IDT,"600 LE SEDA ROAD
LA PUENTE, CA 91744
(34.007268, -117.898065)",INDUSTRY STN,34.007268,-117.898065,9324,1
1000399,HIT SHOOTING INCIDENT,5/5/2012 23:37,39600 167TH STREET,PALMDALE,CA,93591,1197,LCS,"39600 167TH STREET
PALMDALE, CA 93591
(34.601522, -117.832055)",LANCASTER STN,34.601522,-117.832055,27334,5
1000065,ANIMAL SHOOTING INCIDENT,11/9/2011 22:40,3700 EVERETT AVENUE,MAYWOOD,CA,90270,250,ELA,"3700 EVERETT AVENUE
MAYWOOD, CA 90270
(34.001931, -118.199472)",EAST LA STN,34.001931,-118.199472,24353,1
1000122,ANIMAL SHOOTING INCIDENT,3/25/2013 13:49,900 W. LAUREL STREET,COMPTON,CA,90220,2832,COM,"900 W. LAUREL STREET
COMPTON, CA 90220
(33.892792, -118.238644)",COMPTON STN,33.892792,-118.238644,24349,2
1000121,ANIMAL SHOOTING INCIDENT,3/23/2013 12:20,20400 NEWLAND STREET,HUNTINGTON BEACH,CA,92646,1399,LKD,"20400 NEWLAND STREET
HUNTINGTON BEACH, CA 92646
(33.666004, -117.979826)",LAKEWOOD STN,33.666004,-117.979826,12562,
1000522,HIT SHOOTING INCIDENT,4/10/2015 3:31,8900 JUNIPER STREET,LOS ANGELES,CA,90002,2177,CEN,"8900 JUNIPER STREET
LOS ANGELES, CA 90002
(33.955608, -118.232838)",CENTURY STN,33.955608,-118.232838,22351,2
1000656,HIT SHOOTING INCIDENT,12/1/2015 18:35,12600 PIONEER BOULEVARD,NORWALK,CA,90650,453,OSS,"12600 PIONEER BOULEVARD
NORWALK, CA 90650
(33.916487, -118.081872)",OPERATION SAFE STREETS BUREAU,33.916487,-118.081872,25734,4
1001423,HIT SHOOTING INCIDENT,3/18/2018 9:00,900 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,563,TEM,"900 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.031407, -118.052735)",TEMPLE CITY STN,34.031407,-118.052735,9314,1
1000653,HIT SHOOTING INCIDENT,10/16/2015 1:18,800 ASHCOMB DRIVE,LA PUENTE,CA,91744,1441,IND,"800 ASHCOMB DRIVE
LA PUENTE, CA 91744
(34.032124, -117.916579)",INDUSTRY STN,34.032124,-117.916579,9324,1
1000218,WARNING SHOT INCIDENT,12/5/2011 21:00,5800 VESPER AVENUE,VAN NUYS,CA,91411,299,ELA,"5800 VESPER AVENUE
VAN NUYS, CA 91411
(34.175742, -118.451006)",EAST LA STN,34.175742,-118.451006,19735,3
1000448,HIT SHOOTING INCIDENT,6/27/2013 5:44,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,2811,COM,"1100 WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899185, -118.243131)",COMPTON STN,33.899185,-118.243131,24349,2
1000017,ANIMAL SHOOTING INCIDENT,1/20/2010 21:50,24900 MAGIC MOUNTAIN PARKWAY,VALENCIA,CA,91355,645,SCV,"24900 MAGIC MOUNTAIN PARKWAY
VALENCIA, CA 91355
(34.421183, -118.567047)",SANTA CLARITA VALLEY STN,34.421183,-118.567047,19338,5
1000035,ANIMAL SHOOTING INCIDENT,2/7/2011 12:15,8800 MARY AVENUE,LOS ANGELES,CA,90002,2174,CEN,"8800 MARY AVENUE
LOS ANGELES, CA 90002
(33.957243, -118.249816)",CENTURY STN,33.957243,-118.249816,22351,2
1000425,HIT SHOOTING INCIDENT,11/9/2012 10:12,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,641,LCS,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",LANCASTER STN,34.716759,-118.147769,26965,5
1000405,NON-HIT SHOOTING INCIDENT,5/30/2012 22:50,1100 SOUTH DWIGHT AVENUE,COMPTON,CA,90220,2833,COM,"1100 SOUTH DWIGHT AVENUE
COMPTON, CA 90220
(33.885734, -118.240825)",COMPTON STN,33.885734,-118.240825,24349,2
1001424,ANIMAL SHOOTING INCIDENT,3/20/2018 6:25,3700 EAST HUNGERFORD STREET,LONG BEACH,CA,90805,3613,LKD,"3700 EAST HUNGERFORD STREET
LONG BEACH, CA 90805
(33.863532, -118.150911)",LAKEWOOD STN,33.863532,-118.150911,4015,4
1000240,UNINTENTIONAL DISCHARGE INCIDENT,1/17/2014 15:30,18900 BACHELIN STREET,ROWLAND HEIGHTS,CA,91748,2932,WAL,"18900 BACHELIN STREET
ROWLAND HEIGHTS, CA 91748
(33.975767, -117.889387)",WALNUT/SAN DIMAS STN,33.975767,-117.889387,9329,4
1000493,HIT SHOOTING INCIDENT,8/1/2014 4:49,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,PRV,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",PICO RIVERA STN,33.993633,-118.087458,25735,1
1000254,UNINTENTIONAL DISCHARGE INCIDENT,9/2/2014 21:50,8800 LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,522,TEM,"8800 LAS TUNAS DRIVE
TEMPLE CITY, CA 91780
(34.103492, -118.077212)",TEMPLE CITY STN,34.103492,-118.077212,10137,5
1000439,HIT SHOOTING INCIDENT,4/29/2013 10:20,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,286,ELA,"500 FAIR VIEW AVENUE
LOS ANGELES, CA 90022
(34.053313, -118.220551)",EAST LA STN,34.053313,-118.220551,23450,1
1000651,HIT SHOOTING INCIDENT,10/2/2015 23:30,13400 CROSSROADS PARKWAY NORTH,CITY OF INDUSTRY,CA,91746,1410,IND,"13400 CROSSROADS PARKWAY NORTH
CITY OF INDUSTRY, CA 91746
(34.030814, -118.006742)",INDUSTRY STN,34.030814,-118.006742,9327,1
1000168,ANIMAL SHOOTING INCIDENT,5/2/2015 19:35,37000 ERIK COURT,PALMDALE,CA,93550,2603,PLM,"37000 ERIK COURT
PALMDALE, CA 93550
(34.554984, -118.101607)",PALMDALE STN,34.554984,-118.101607,27323,5
1000078,ANIMAL SHOOTING INCIDENT,2/28/2012 7:10,300 N. EASTMAN AVENUE,LOS ANGELES,CA,90063,276,ELA,"300 N. EASTMAN AVENUE
LOS ANGELES, CA 90063
(34.039383, -118.185829)",EAST LA STN,34.039383,-118.185829,24028,1
1000410,NON-HIT SHOOTING INCIDENT,8/16/2012 1:40,W. 127TH STREET AND NORMANDIE AVENUE,LOS ANGELES,CA,90047,377,SLA,"W. 127TH STREET AND NORMANDIE AVENUE
LOS ANGELES, CA 90047
(33.917363, -118.300408)",SOUTH LOS ANGELES STATION,33.917363,-118.300408,24686,2
1001425,NON-HIT SHOOTING INCIDENT,3/21/2018 3:15,200 FANSHAW AVENUE,POMONA,CA,91705,,MTL,"200 FANSHAW AVENUE
POMONA, CA 91705
(34.103246, -117.748468)",METROLINK,34.103246,-117.748468,10128,1
1000259,UNINTENTIONAL DISCHARGE INCIDENT,10/1/2014 8:30,1400 W. MCKINLEY AVENUE,POMONA,CA,91768,2008,ATD,"1400 W. MCKINLEY AVENUE
POMONA, CA 91768
(34.082047, -117.770335)",ALTADENA STN,34.082047,-117.770335,10130,1
1001441,ANIMAL SHOOTING INCIDENT,3/28/2018 15:55,9600 1/2 LAUREL STREET,LOS ANGELES,CA,90002,3802,TRP,"9600 1/2 LAUREL STREET
LOS ANGELES, CA 90002
(33.948159, -118.242776)",TRAP,33.948159,-118.242776,22351,2
1000484,HIT SHOOTING INCIDENT,4/29/2014 4:15,100 NORTH GAGE AVENUE,EAST LOS ANGELES,CA,90063,276,SEB,"100 NORTH GAGE AVENUE
EAST LOS ANGELES, CA 90063
(34.036036, -118.184622)",SPECIAL ENFORCEMENT BUR,34.036036,-118.184622,24028,1
1000146,ANIMAL SHOOTING INCIDENT,8/11/2014 23:40,15400 CLARK AVENUE,BELLFLOWER,CA,90706,1332,LKD,"15400 CLARK AVENUE
BELLFLOWER, CA 90706
(33.894282, -118.134013)",LAKEWOOD STN,33.894282,-118.134013,26326,4
1000372,NON-HIT SHOOTING INCIDENT,1/2/2012 16:30,HALIFAX AVENUE  AND  LOWER AZUSA ROAD,EL MONTE,CA,91731,524,TEM,"HALIFAX AVENUE AND LOWER AZUSA ROAD
EL MONTE, CA 91731
(34.09202, -118.039953)",TEMPLE CITY STN,34.09202,-118.039953,9311,5
1000158,ANIMAL SHOOTING INCIDENT,2/2/2015 20:31,10200 E. AVENUE S-8,LITTLEROCK,CA,93543,2619,PLM,"10200 E. AVENUE S-8
LITTLEROCK, CA 93543
(34.551993, -117.946578)",PALMDALE STN,34.551993,-117.946578,27318,5
1000279,UNINTENTIONAL DISCHARGE INCIDENT,5/30/2015 4:15,800 W. SCHOOL STREET,COMPTON,CA,90220,2811,COM,"800 W. SCHOOL STREET
COMPTON, CA 90220
(33.897241, -118.237721)",COMPTON STN,33.897241,-118.237721,24349,2
1000134,ANIMAL SHOOTING INCIDENT,8/9/2013 6:10,4500 W. AVENUE K-10,LANCASTER,CA,93536,1182,LCS,"4500 W. AVENUE K-10
LANCASTER, CA 93536
(34.674799, -118.210201)",LANCASTER STN,34.674799,-118.210201,26967,5
1000062,ANIMAL SHOOTING INCIDENT,8/2/2011 14:15,4200 W. LANCASTER BOULEVARD,LANCASTER,CA,93536,1127,COP,"4200 W. LANCASTER BOULEVARD
LANCASTER, CA 93536
(34.696813, -118.205367)",COPS BUREAU,34.696813,-118.205367,26967,5
1000139,ANIMAL SHOOTING INCIDENT,11/8/2013 15:19,1600 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,374,SLA,"1600 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90047
(33.93089, -118.30466)",SOUTH LOS ANGELES STATION,33.93089,-118.30466,23678,2
1000382,HIT SHOOTING INCIDENT,2/8/2012 8:14,1400 NORTH PEARL STREET,COMPTON,CA,90221,2824,MCB,"1400 NORTH PEARL STREET
COMPTON, CA 90221
(33.905226, -118.214631)",MAJOR CRIMES BUREAU,33.905226,-118.214631,24350,2
1000026,ANIMAL SHOOTING INCIDENT,6/4/2010 21:42,400 MENDOCINO STREET,ALTADENA,CA,91001,771,ALD,"400 MENDOCINO STREET
ALTADENA, CA 91001
(34.188691, -118.140965)",ALTADENA STN,34.188691,-118.140965,2443,5
1000385,HIT SHOOTING INCIDENT,2/21/2012 0:25,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,1367,LKD,"16600 PARAMOUNT BLVD
PARAMOUNT, CA 90723
(33.883274, -118.159964)",LAKEWOOD STN,33.883274,-118.159964,3339,4
1000329,NON-HIT SHOOTING INCIDENT,11/11/2010 17:35,300 CLAUDE STREET,COMPTON,CA,90220,2836,OSS,"300 CLAUDE STREET
COMPTON, CA 90220
(33.886113, -118.225869)",OPERATION SAFE STREETS BUREAU,33.886113,-118.225869,24349,2
1000309,NON-HIT SHOOTING INCIDENT,6/27/2010 3:20,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,MCJ,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",MEN'S CENTRAL JAIL,33.637413,-117.664361,12866,
1000110,ANIMAL SHOOTING INCIDENT,12/6/2012 12:01,8700 WEST BOULEVARD,PICO RIVERA,CA,90660,1510,PRV,"8700 WEST BOULEVARD
PICO RIVERA, CA 90660
(34.003989, -118.086864)",PICO RIVERA STN,34.003989,-118.086864,25735,1
1000407,HIT SHOOTING INCIDENT,6/24/2012 12:34,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,2117,CEN,"2100 N. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.909965, -118.208887)",CENTURY STN,33.909965,-118.208887,24350,2
1000501,HIT SHOOTING INCIDENT,10/27/2014 16:10,14400 DOWNEY AVE,PARAMOUNT,CA,90723,1365,LKD,"14400 DOWNEY AVE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LAKEWOOD STN,33.902299,-118.151397,3339,4
1000074,ANIMAL SHOOTING INCIDENT,2/1/2012 17:46,41800 MONTALLEGRO STREET,LANCASTER,CA,93536,2699,PLM,"41800 MONTALLEGRO STREET
LANCASTER, CA 93536
(34.642155, -118.20919)",PALMDALE STN,34.642155,-118.20919,26967,5
1000332,NON-HIT SHOOTING INCIDENT,12/1/2010 19:22,1700 WILMINGTON BLVD,WILMINGTON,CA,90744,1628,OSS,"1700 WILMINGTON BLVD
WILMINGTON, CA 90744
(33.796885, -118.275242)",OPERATION SAFE STREETS BUREAU,33.796885,-118.275242,3350,4
1000195,UNINTENTIONAL DISCHARGE INCIDENT,12/28/2010 19:30,33100 SANTIAGO ROAD,ACTON,CA,93510,2646,PLM,"33100 SANTIAGO ROAD
ACTON, CA 93510
(34.485541, -118.164173)",PALMDALE STN,34.485541,-118.164173,7511,5
1000100,ANIMAL SHOOTING INCIDENT,9/18/2012 10:20,600 S. INDIANA STREET,LOS ANGELES,CA,90058,3602,NARCO,"600 S. INDIANA STREET
LOS ANGELES, CA 90058
(34.028281, -118.192332)",NARCOTICS BUREAU,34.028281,-118.192332,24028,1
1000223,UNINTENTIONAL DISCHARGE INCIDENT,2/7/2013 5:35,4500 SARATOGA AVENUE,LOS ALAMITOS,CA,90270,1399,LKD,"4500 SARATOGA AVENUE
LOS ALAMITOS, CA 90270
(33.795593, -118.054466)",LAKEWOOD STN,33.795593,-118.054466,3337,
1000071,ANIMAL SHOOTING INCIDENT,11/29/2011 23:45,12800 HAWTHORNE BOULEVARD,HAWTHORNE,CA,90250,399,SLA,"12800 HAWTHORNE BOULEVARD
HAWTHORNE, CA 90250
(33.916226, -118.352423)",SOUTH LOS ANGELES STATION,33.916226,-118.352423,24687,2
